pita_4
targetscan_135
targetscan_140
targetscan_142
targetscan_143
targetscan_144
targetscan_151
targetscan_154
targetscan_161
targetscan_163
targetscan_168
targetscan_171
targetscan_173
targetscan_183
targetscan_188
targetscan_192
targetscan_193
targetscan_199
targetscan_204
targetscan_218
targetscan_223
targetscan_228
targetscan_231
targetscan_239
targetscan_240
targetscan_241
targetscan_246
targetscan_248
targetscan_251
targetscan_255
targetscan_257
targetscan_258
targetscan_262
targetscan_267
targetscan_269
targetscan_277
targetscan_280
targetscan_283
targetscan_286
targetscan_287
targetscan_288
targetscan_292
targetscan_304
targetscan_311
targetscan_313
targetscan_328
targetscan_334
targetscan_339
targetscan_344
targetscan_350
targetscan_353
targetscan_356
targetscan_367
targetscan_369
targetscan_371
targetscan_373
targetscan_374
targetscan_375
targetscan_377
targetscan_379
targetscan_380
targetscan_381
targetscan_384
targetscan_387
targetscan_391
targetscan_392
targetscan_395
targetscan_400
targetscan_401
targetscan_402
targetscan_404
targetscan_407
targetscan_410
targetscan_411
targetscan_412
targetscan_413
targetscan_414
targetscan_416
targetscan_417
targetscan_420
targetscan_421
targetscan_423
targetscan_424
targetscan_428
targetscan_429
targetscan_434
targetscan_444
targetscan_448
targetscan_449
targetscan_451
targetscan_453
targetscan_454
targetscan_456
targetscan_465
targetscan_467
targetscan_473
targetscan_474
targetscan_476
targetscan_479
targetscan_482
targetscan_484
targetscan_486
targetscan_487
targetscan_489
targetscan_495
targetscan_496
targetscan_497
targetscan_501
targetscan_502
targetscan_503
targetscan_517
targetscan_522
targetscan_530
targetscan_531
targetscan_533
targetscan_541
targetscan_542
targetscan_545
targetscan_562
targetscan_565
targetscan_566
targetscan_571
targetscan_574
targetscan_576
targetscan_577
targetscan_580
targetscan_584
targetscan_585
targetscan_586
targetscan_592
targetscan_597
targetscan_599
targetscan_601
targetscan_602
targetscan_603
targetscan_606
targetscan_607
tfbs_db_3
tfbs_db_6
tfbs_db_10
tfbs_db_12
tfbs_db_17
tfbs_db_25
tfbs_db_34
tfbs_db_36
tfbs_db_39
tfbs_db_41
tfbs_db_42
tfbs_db_43
tfbs_db_49
tfbs_db_51
tfbs_db_52
tfbs_db_60
tfbs_db_62
tfbs_db_71
tfbs_db_72
tfbs_db_74
tfbs_db_76
tfbs_db_81
tfbs_db_90
tfbs_db_91
tfbs_db_92
tfbs_db_95
tfbs_db_107
tfbs_db_108
tfbs_db_111
tfbs_db_113
tfbs_db_115
tfbs_db_116
tfbs_db_118
tfbs_db_121
tfbs_db_122
tfbs_db_125
tfbs_db_128
tfbs_db_130
tfbs_db_131
tfbs_db_138
tfbs_db_149
tfbs_db_152
tfbs_db_155
tfbs_db_162
tfbs_db_163
tfbs_db_168
tfbs_db_170
tfbs_db_171
tfbs_db_180
tfbs_db_181
tfbs_db_182
tfbs_db_186
tfbs_db_187
tfbs_db_188
tfbs_db_190
tfbs_db_192
tfbs_db_195
tfbs_db_197
tfbs_db_198
tfbs_db_202
tfbs_db_203
tfbs_db_205
tfbs_db_212
tfbs_db_213
tfbs_db_218
tfbs_db_230
tfbs_db_237
tfbs_db_239
tfbs_db_243
tfbs_db_248
tfbs_db_252
tfbs_db_253
tfbs_db_254
tfbs_db_257
tfbs_db_263
tfbs_db_266
tfbs_db_269
tfbs_db_271
tfbs_db_272
tfbs_db_275
tfbs_db_276
tfbs_db_281
tfbs_db_282
tfbs_db_283
tfbs_db_287
tfbs_db_292
tfbs_db_293
tfbs_db_294
tfbs_db_295
tfbs_db_297
tfbs_db_309
tfbs_db_310
tfbs_db_317
tfbs_db_324
tfbs_db_326
tfbs_db_328
tfbs_db_331
tfbs_db_336
tfbs_db_351
tfbs_db_355
tfbs_db_356
tfbs_db_358
tfbs_db_363
tfbs_db_367
tfbs_db_373
tfbs_db_374
tfbs_db_375
tfbs_db_378
tfbs_db_386
tfbs_db_397
tfbs_db_399
tfbs_db_401
tfbs_db_417
tfbs_db_418
tfbs_db_419
tfbs_db_421
tfbs_db_426
tfbs_db_428
tfbs_db_430
tfbs_db_431
tfbs_db_434
tfbs_db_435
tfbs_db_443
tfbs_db_450
tfbs_db_453
tfbs_db_456
tfbs_db_459
tfbs_db_468
tfbs_db_473
tfbs_db_474
tfbs_db_478
tfbs_db_480
tfbs_db_483
tfbs_db_484
tfbs_db_486
tfbs_db_490
tfbs_db_507
tfbs_db_508
tfbs_db_513
tfbs_db_515
tfbs_db_516
tfbs_db_522
tfbs_db_523
tfbs_db_525
tfbs_db_529
tfbs_db_530
tfbs_db_531
tfbs_db_537
tfbs_db_541
tfbs_db_546
tfbs_db_549
tfbs_db_559
tfbs_db_562
tfbs_db_566
tfbs_db_573
tfbs_db_574
tfbs_db_581
tfbs_db_586
tfbs_db_587
tfbs_db_589
tfbs_db_591
tfbs_db_592
tfbs_db_602
tfbs_db_603
tfbs_db_606
tfbs_db_609
